num_skills,num_educations,num_experiences,num_certifications,has_bio,has_headline,has_linkedin,has_github,has_skill_aws,has_skill_azure,has_skill_communication,has_skill_data_analysis,has_skill_django,has_skill_gcp,has_skill_git,has_skill_javascript,has_skill_leadership,has_skill_machine_learning,has_skill_problem_solving,has_skill_project_management,has_skill_python,has_skill_react,has_skill_sql,num_projects,target_score
5,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,78
5,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,70
4,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,98
8,0,1,2,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,100
3,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,100
4,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,2,99
4,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,3,94
6,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,2,85
7,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,87
7,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,4,100
2,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,86
5,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,40
2,1,0,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,87
7,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,2,93
3,2,0,2,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,40
4,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,4,100
7,1,2,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,3,100
5,1,0,2,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,96
5,1,1,2,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,40
4,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,40
3,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,40
3,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,74
3,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,86
6,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,93
6,1,3,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,3,100
7,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,40
4,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,40
8,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,2,100
3,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,40
5,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,75
8,1,2,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,2,100
6,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,3,100
6,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,40
5,2,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,2,90
4,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,3,96
5,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,40
6,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,2,100
8,1,2,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,100
4,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,40
5,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,71
3,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,74
8,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,40
5,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,82
3,1,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,100
4,1,1,2,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,2,100
4,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,40
3,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,81
4,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,40
7,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,2,92
1,2,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90
8,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,40
1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,74
3,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,99
4,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,2,100
4,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,92
6,2,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,40
3,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,100
6,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,2,100
6,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,40
2,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,71
2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,100
10,2,2,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,2,100
6,1,2,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,100
2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,91
6,1,0,2,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,40
3,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,40
5,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,40
4,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,88
6,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,40
7,1,2,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,100
3,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,40
2,1,1,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,96
5,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,2,91
2,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,94
5,0,1,2,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,100
3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,40
7,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,2,91
2,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40
7,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,40
5,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,87
5,1,0,2,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,77
3,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,89
5,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,83
4,2,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,78
3,1,2,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,40
6,1,2,2,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,4,100
10,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,2,100
6,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,89
4,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,82
4,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,92
2,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,84
5,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,2,93
6,1,2,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,40
3,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,99
6,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,2,100
2,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,89
2,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,90
2,1,2,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,98
8,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,4,100
5,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,3,100
1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,77
4,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,2,87
2,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,100
8,1,3,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,2,100
7,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,100
4,1,1,2,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,2,100
7,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,40
3,2,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,95
3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,70
2,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,76
3,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,100
6,2,2,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,2,100
2,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,40
2,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,94
3,2,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3,100
2,1,3,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,100
3,2,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,40
5,1,2,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,100
4,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,100
5,2,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,3,100
5,2,3,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,100
2,1,2,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,100
6,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,85
5,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,75
4,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4,100
7,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,3,100
4,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,2,91
3,1,0,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,40
6,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,93
4,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,2,88
6,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,3,100
4,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,3,100
4,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,4,100
6,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,40
3,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,82
6,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,2,100
5,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,40
2,1,3,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,100
6,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,100
3,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3,100
3,2,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3,100
7,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,3,100
3,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,40
2,1,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,100
6,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,2,96
3,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,96
3,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,100
4,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,72
3,1,1,2,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,100
6,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,85
5,1,2,2,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,100
7,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,2,100
1,2,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,100
4,1,0,2,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,2,100
4,1,2,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,40
6,2,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,94
2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,75
3,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,4,100
3,1,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,99
2,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,75
3,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,100
6,1,2,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,40
3,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,100
4,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,91
7,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,2,100
6,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,3,98
2,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,90
4,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,100
1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,86
3,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,4,100
5,1,3,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,3,100
1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,82
1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,93
9,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,2,100
8,1,0,2,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,3,100
6,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,40
7,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,3,100
3,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,100
3,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,40
7,1,2,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,3,100
5,1,0,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,85
1,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,100
4,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,2,100
6,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,2,100
4,2,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,40
3,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,40
5,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,79
4,1,2,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,100
5,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,2,97
4,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,40
4,2,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2,100
1,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,100
5,2,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,3,100
8,2,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,2,100
4,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,40
2,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,99
5,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,2,100
3,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,90
9,2,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,2,100
7,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,2,100
4,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,40
4,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,40
1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,100
6,2,2,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,3,100
6,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,4,100
2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,100
6,2,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,40
6,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,2,100
6,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,2,93
6,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,84
4,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,97
4,1,2,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,100
5,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,2,94
7,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,2,100
2,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40
4,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,4,100
4,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,73
11,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,40
2,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,40
7,2,3,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,2,100
7,0,2,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,2,100
5,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,4,100
4,1,3,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,3,100
4,2,2,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,40
6,1,3,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,3,100
7,1,3,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,2,100
3,2,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,100
7,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,4,100
4,2,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,4,100
4,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,78
3,1,2,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,100
3,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,40
5,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,100
3,2,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,100
4,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,3,100
3,2,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,74
2,1,3,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,100
3,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,40
7,2,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,40
7,1,3,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,3,100
2,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40
4,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,40
9,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,2,100
6,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,4,100
6,2,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,100
4,1,0,2,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,40
5,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,2,100
3,1,2,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,100
3,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,95
3,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,94
9,1,2,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,2,100
4,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,100
3,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,100
3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,75
4,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,97
1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,78
5,0,2,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,3,100
2,2,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,97
6,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,40
6,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,40
2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,87
9,2,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,100
3,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,100
5,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,80
3,1,1,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,100
7,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,3,100
4,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,86
4,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3,100
9,2,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,100
3,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,82
6,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,3,100
2,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40
6,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,100
11,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,100
4,1,2,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,2,100
7,1,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,87
